0.12299,1.2872,-0.25705
0.11442,0.059086,1.7223
0.10127,-0.56049,0.0031043
-0.069713,0.62782,0.32844
0.035489,0.66984,0.4593
-0.1547,-0.28556,-1.555
0.064291,2.9606,-0.41755
0.11752,1.742,0.88717
-0.015084,1.8858,0.68727
0.073298,-1.6468,1.3984
-0.024601,0.24917,-0.19497
0.10596,0.56206,-0.14955
-0.026657,0.39558,0.21745
-0.10756,0.22119,-0.16854
-0.010545,1.3717,0.63803
-0.1861,6.7452,-7.4533
0.19315,2.5796,0.50306
-0.1132,-0.16526,0.07694
-0.075399,2.3587,-1.1883
-0.095693,0.5187,0.20993
-0.021863,-3.7058,4.0745
-0.043917,1.5812,1.1222
0.030334,0.19626,-0.33147
-0.024131,3.5957,-4.1285
-0.03509,0.46066,0.28062
