-0.049148,-0.69492,0.81818,-0.029615
-0.45573,0.66587,-0.33312,-0.022222
-0.37487,0.053354,0.36955,-0.15864
-0.024255,0.0012674,0.017776,-0.12828
0.083404,0.01537,-0.0029696,-0.12017
0.41038,0.27123,-0.57464,0.1821
-0.060004,-0.01767,-0.068663,-0.13001
-0.2437,-0.085271,0.096786,0.11056
-0.036836,0.15473,0.13539,0.23141
0.062048,-0.053224,0.12388,-0.14761
-0.018892,-0.10177,-0.083271,-0.12612
0.17205,-0.09302,0.20134,-0.16644
-0.37545,-1.718,2.2813,-0.69406
0.11886,0.094305,0.18524,0.22204
-1.5548,-1.1367,1.4286,-0.27818
0.05116,-0.028991,-0.43654,-0.064094
-0.26016,0.091258,-0.1775,0.15979
-0.60852,-1.745,2.8618,-0.73573
0.06112,-0.20189,-0.27707,-0.14111
-0.16191,0.21199,-0.47278,0.16189
-0.18567,0.032474,-0.059194,0.13523
0.71505,0.27551,-0.97769,0.29726
0.20599,0.003385,0.011027,-0.12312
0.095978,-0.071928,0.53558,0.1869
0.36038,0.066391,0.014471,-0.06552
-3.3999,-0.56007,0.78914,-0.14401
-0.14936,0.041884,-0.07752,0.13704
0.18238,0.079297,-0.0018616,-0.061288
1.7307,-0.21177,-0.28307,0.17569
0.14578,0.066556,0.014916,-0.063176
0.53966,1.7233,-2.0272,0.33059
-1.8569,-1.0309,1.546,-0.40574
-0.31493,-0.031599,0.022505,0.12307
-0.085274,-0.49808,0.21365,-0.56147
0.16667,0.04809,-0.055882,-0.11025
-0.061976,0.16383,-0.10852,-0.048199
0.19555,0.043134,-0.0492,-0.1118
-0.78525,-1.6066,2.2779,-0.48591
-0.13807,-0.059901,0.066733,0.1114
-0.35076,-0.36627,-0.34918,0.5634
0.80352,0.32858,-1.0373,0.30535
1.6611,0.26251,-0.86419,0.24713
-0.15026,-0.069749,0.06635,0.11939
-0.25695,-0.048398,0.035509,0.12541
0.098198,0.13622,0.1055,0.14959
-0.30586,0.55611,-0.63678,0.014746
0.093246,-0.01016,0.028084,-0.12307
-0.072693,-0.0042854,-0.031372,-0.079228
-0.22834,-0.094398,0.11838,0.10197
1.0038,1.9938,-2.7832,0.55917
